track_id,track_name,artists,album_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,mood
spotify:track:w2ZmJ518y2BtU5x1yQwG21,Happier,Olivia Rodrigo,SOUR,76.0,0.617,0.786,1.0,-3.228,1.0,0.05,0.028,0.01,0.116,0.607,110.26,4.0,pop,
spotify:track:DI8cShveSbbT6aM3a9PUBP,Hawái,Maluma,Papi Juancho,64.0,0.735,0.6835,1.0,-5.677,0.0,0.07,0.139,0.015,0.143,0.58,113.759,4.0,latin,
spotify:track:zjdVmiIEaXEEwSHOlUN65P,Distant Light,Jordan Blake,Our Light Sessions,77.0,0.794,0.63,4.0,-6.814,0.0,0.199,0.086,0.036,0.167,0.5605,93.337,3.0,hiphop,energetic
spotify:track:Kc6p6IMnQnosiofKyTwX7P,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",80.0,0.723,0.725,3.0,-6.694,1.0,0.127,0.137,0.031,0.079,0.608,87.203,3.0,hiphop,happy
spotify:track:ss5cuO9CTw0NZAH1w6bfcr,Dark Night,Casey Page,The Night Diaries,78.0,0.2570000000000001,0.844,2.0,-6.24,0.0,0.04,0.065,0.1365,0.083,0.521,154.136,4.0,rock,energetic
spotify:track:eMXioZesbKjxNCNRwjvefj,Crystal Night,Casey Lane,Night Sessions,74.0,0.778,0.654,4.0,-3.584,1.0,0.089,0.102,0.044,0.056,0.498,116.258,4.0,pop,motivational
spotify:track:6Qny045tDMcOuv0Z14n0QR,Midnight Wave,Skylar Woods,A Wave EP,75.0,0.622,0.552,3.0,-6.137,0.0,0.074,0.347,0.021,0.231,0.412,134.852,4.0,pop,energetic
spotify:track:L61OsL8QRut44ISMPvdG2D,Sweet Child O' Mine,Guns N' Roses,Appetite for Destruction,74.0,0.577,0.626,0.0,-5.144,1.0,0.036,0.122,0.09,0.14,0.515,126.514,4.0,rock,happy
spotify:track:B6Ug9C5dqtELc0MalOjxvN,MIA,"Bad Bunny, Drake",X 100pre,74.0,0.757,0.816,11.0,-6.178,0.0,0.044,0.054,0.03,0.119,0.778,109.775,4.0,latin,happy
spotify:track:f9AgQxwLhDNpLgVZk4RP1H,Wake Me Up,Avicii,True,64.0,0.734,0.845,10.0,-4.567,0.0,0.079,0.02,0.1365,0.078,0.574,144.401,5.0,electronic,motivational
spotify:track:9BGwGHl5PXdrQR8HsZAmNW,Stubborn Love,The Lumineers,The Lumineers,45.0,0.2570000000000001,0.4,8.0,-11.433,1.0,0.079,0.363,0.077,0.136,0.326,107.118,4.0,indie,sad
spotify:track:GcZvNSJx74jiOZg1NdcAa2,Electric Light,Riley Woods,A Light Collection,93.0,0.834,0.82,6.0,-7.735,1.0,0.119,0.262,0.025,0.135,0.804,115.889,4.0,pop,motivational
spotify:track:TuSMn6LBSMzqEcH6pAlVXS,Fading Voice,Jamie Page,Voice Collection,54.0,0.315,0.772,1.0,-7.814,1.0,0.072,0.174,0.03,0.212,0.314,119.178,4.0,rock,angry
spotify:track:PN8Ref2vrGdmJvkkmjgofM,The Sound of Silence,Simon & Garfunkel,"Wednesday Morning, 3 A.M.",45.0,0.471,0.33212499999999984,5.0,-11.888625,0.0,0.082,0.494125,0.106,0.087,0.349,100.919,4.0,folk,relaxed
spotify:track:cPcOEC1WgRSxKrBjLggWaa,Gymnopédie No.1,Erik Satie,Gymnopédies,45.0,0.2570000000000001,0.33212499999999984,7.0,-11.888625,1.0,0.05,0.139,0.1365,0.142,0.172,113.759,4.0,classical,relaxed
spotify:track:kfoWkhJdlS8goIOyiDV8nM,Silver Light,Chris Page,Your Light,80.0,0.758,0.664,0.0,-4.603,1.0,0.06,0.119,0.016,0.071,0.712,137.6,4.0,pop,happy
spotify:track:qyaBjAzBNaQNpUcpvjV21J,Eye of the Tiger,Survivor,Eye of the Tiger,67.0,0.672,0.672,5.0,-4.388,1.0,0.081,0.158,0.081,0.336,0.382,101.573,4.0,rock,energetic
spotify:track:aPd5WrBpJl6JPjpKHFsXr8,XO TOUR Llif3,Lil Uzi Vert,Luv Is Rage 2,90.0,0.672,0.85,9.0,-6.012,1.0,0.199,0.08,0.021,0.227,0.5605,79.975,4.0,hiphop,happy
spotify:track:QK467S1xdEuNppY0iFYQHW,Industry Baby,"Lil Nas X, Jack Harlow",Montero,72.0,0.775,0.6835,5.0,-5.771,0.0,0.091,0.176,0.03,0.163,0.571,126.927,4.0,pop,motivational
spotify:track:3TEbp9XaKPdGzPaGivxfCB,Nocturne in E-flat major,Frédéric Chopin,Nocturnes,45.0,0.373,0.457,8.0,-11.888625,0.0,0.053,0.494125,0.1365,0.163,0.432,67.026,4.0,classical,relaxed
spotify:track:ogrPWlE5Me3ExDi6ZWrzQC,Silver Echo,Morgan Stone,A Echo Collection,77.0,0.579,0.754,6.0,-4.843,0.0,0.052,0.226,0.009,0.2,0.5605,104.473,4.0,pop,happy
spotify:track:s5iKZyKwvDbhazu51Ki32f,Blackbird,The Beatles,The Beatles (White Album),45.0,0.518,0.469,-4.607,-8.225,1.0,0.059,0.494125,0.03,0.248,0.647,87.231,4.0,folk,relaxed
spotify:track:XoalVfd51dVL5K9JsQBNgB,Dark Light,Drew Ray,Our Light Collection,66.0,0.414,0.729,8.0,-2.699,0.0,0.076,0.092,0.077,0.25,0.661,135.137,5.0,rock,happy
spotify:track:GQRrcKH7H1iWTsimoYUzCR,Fading Night,Drew Rivers,Night Sessions,68.0,0.553,0.85,6.0,-7.161,1.0,0.036,0.041,0.107,0.078,0.524,155.617,4.0,rock,motivational
spotify:track:Obr4GIt6ibWrBgrnGdRiaE,Crystal Shadow,Skylar Lane,Your Shadow EP,76.0,0.477,0.685,8.0,-7.855,1.0,0.035,0.045,0.029,0.248,0.718,108.252,4.0,rock,happy
spotify:track:nBRNtp3FaBNfBMohNkyAxr,Blinding Lights,The Weeknd,After Hours,78.0,0.652,0.554,11.0,-7.444,1.0,0.039,0.3,0.03,0.211,0.831,111.83,4.0,pop,happy
spotify:track:rHdqIt88wcE3Fdt7EnxTDV,Lost Heart,Jamie Ray,Heart EP,81.0,0.722,0.616,9.0,-6.232,1.0,0.045,0.249,0.03,0.163,0.559,143.888,3.0,pop,happy
spotify:track:h9SAvGUiDTSIzAxL54endz,Sure Thing,Miguel,All I Want Is You,71.0,0.706,0.695,6.0,-8.028,0.0,0.162,0.312,0.078,0.074,0.732,103.701,4.0,rnb,happy
